27160,concept_hotel_khimsar_fort
40393,concept_sportsteam_graduate_institute_of_international_studies
50445,concept_drug_carvedilol
53969,concept_weapon_game_rifle
32937,concept_county_uis
5457,concept_professionalorganization_national_conference
6544,concept_county_dearne
6169,"30.5024600000000,-90.2448600000000"
25550,concept_website_steam
34178,concept_hotel_dylan
23250,concept_airport_sdia
4022,concept_city_milwaukee
17179,concept_mlarea_tumor
13693,concept_stadiumoreventvenue_kellyshorts_stadium
33088,concept_city_san_marcos
33399,concept_city_ypsilanti
7601,concept_buildingfeature_water_heater
37108,concept_river_limmat
55886,concept_furniture_mattress
68087,concept_politicianus_bob_goodlatte
70655,concept_journalist_bart_hubbuch
56589,concept_attraction_n10_downing_street
60960,concept_person_sir_stafford_cripps
33997,concept_hotel_intercontinental_los_angeles_century_city
47829,concept_drug_effexor_xr
57041,concept_aquarium_world_government
46853,concept_boardgame_nicer
50242,concept_chemical_fluorides
59204,concept_person_john_f___kerry
16615,concept_ceo_daniel_vasella
15650,concept_musicartist_load
72964,concept_automobilemodel_f150
68929,concept_personus_john_vornholt
55283,concept_bakedgood_soft_drinks
40712,concept_sportsteam_william_penn_statesmen
46884,concept_sportsteam_colonels
17896,concept_movie_lonesome_dove
17074,concept_eventoutcome_position
5394,concept_hallwayitem_town_gate
21406,concept_musicalbum_mockingbird
56161,concept_politicsblog_real_estate
6559,concept_jobposition_deputy_minister
44649,concept_book_a_dangerous_fortune
57282,concept_attraction_blackfriars
19337,concept_attraction_national_film_theatre001
32991,concept_stateorprovince_oh
74923,"-45.7583800000000,170.2801000000000"
15444,concept_visualartist_joanny
69780,"47.8001600000000,-77.1827300000000"
2247,"4.7731300000000,7.7786100000000"
71166,concept_person_vitor_meira
49577,concept_insect_whiteflies
11032,concept_writer_hilton
7643,concept_geopoliticallocation_holland
18484,concept_wine_hotel_sierra_silvana
69946,concept_chef_george_greenstein
4226,concept_sportsleague_northwoods_league
17084,concept_winery_york_area
30897,concept_televisionstation_wfsg
19883,concept_book_the_martian_way_and_other_stories
70676,concept_journalist_andy_katz
49480,concept_crustacean_ghost_shrimp
54863,concept_agriculturalproduct_crushed_red_pepper
30242,concept_televisionstation_ktci
16538,concept_personeurope_shawn_fanning
1672,concept_bird_shetlands
70605,concept_journalist_robin_toner
39705,concept_sportsteam_expos
55444,concept_agriculturalproduct_dressing
14008,concept_currency_last_week
59790,concept_musicartist_pearl_jam
20409,concept_beverage_stuffing
15951,concept_videogame_chickies
44504,concept_book_guardian
14967,concept_flooritem_shower_head
63185,concept_writer_gilbert_morris
28075,concept_stateorprovince_widget
14964,concept_city_bangkok
74590,concept_hobby_markets
59470,concept_person_faith_hill001
8605,concept_mldataset_bay
50192,concept_biotechcompany_baxter
69289,concept_journalist_john_mccormick
16823,concept_female_seven
14850,concept_personcanada_tahmima_anam
49908,concept_chemical_sugar
45098,concept_sportsteamposition_center_redmond
7922,concept_company_forbes001
67741,concept_journalist_james_glanz
23973,concept_scientist_ken_thompson
8609,concept_hotel_four_seasons_milan
48954,concept_mammal_beagles
68467,concept_politicianus_pat_buchanan
69281,concept_book_n2061_odyssey_three
4327,concept_lake_middle_andaman
42713,concept_book_the_story_of_my_life
46535,concept_disease_irritable_bowel_syndrome
39561,concept_sportsteam_southwest_texas_state_university
13850,concept_musicalbum_embodiment
58811,concept_artery_brachiocephalic
6163,concept_company_tiger
32216,concept_university_wake_forest
30021,concept_televisionstation_wfmz_tv
30896,concept_televisionstation_wfsb
71261,concept_person_chuck
64063,concept_writer_alistair_maclean
19693,concept_politicianus_presidential_election
6955,concept_newspaper_lafayette
13832,"35.9566700000000,64.7472200000000"
46011,concept_university_iowa_state_university
44371,concept_writer_christina_stead
22685,concept_book_the_beautiful_room_is_empty
50888,concept_governmentorganization_federal_bureau
7756,"41.9113000000000,12.4696000000000"
44688,concept_book_cosmos
39512,concept_athlete_craig_robinson
21394,concept_book_the_time_machine
32771,concept_country_former_ussr
4809,concept_city_mooringsport
47398,concept_bacteria_leptospira
58062,concept_drug_bupropion
60348,concept_movie_star_trek
52252,concept_landscapefeatures_country_lanes
