29982,29983,273,concept:televisionstationincity
9404,9364,42,concept:agentcontrols_inv
7043,4643,22,concept:locationlocatedwithinlocation_inv
3255,24371,12,concept:subpartof_inv
65076,40838,161,concept:athleteplaysforteam
42115,39442,302,concept:sportusesequipment_inv
35004,35005,223,concept:airportincity
69416,5130,127,concept:headquarteredin
27321,1934,241,concept:teamplaysagainstteam
564,3464,19,concept:mutualproxyfor
858,19354,14,concept:atdate_inv
38,40244,100,concept:subpartoforganization_inv
51466,51469,139,concept:professionistypeofprofession
45989,45199,316,concept:academicprogramatuniversity_inv
7343,1276,210,concept:animalthatfeedoninsect_inv
26720,5024,27,concept:atlocation
27869,71519,34,concept:topmemberoforganization_inv
68615,59173,377,concept:politicianusendorsedbypoliticianus
19981,55890,114,concept:itemfoundinroom_inv
40499,39821,242,concept:teamplaysagainstteam_inv
3,485,41,concept:agentcontrols
17683,26410,12,concept:subpartof_inv
5679,61452,64,concept:persongraduatedfromuniversity_inv
859,15266,14,concept:atdate_inv
55652,26164,113,concept:itemfoundinroom
7465,17391,111,concept:competeswith
960,37126,8,concept:proxyfor_inv
72795,72813,394,concept:automakerproducesmodel_inv
28373,570,13,concept:atdate
64860,1304,161,concept:athleteplaysforteam
1340,1070,115,concept:istallerthan
12876,29,42,concept:agentcontrols_inv
71531,71532,31,concept:personleadsorganization
62315,62316,193,concept:musicianinmusicartist
570,12791,14,concept:atdate_inv
17377,48964,80,concept:animalistypeofanimal_inv
39411,40797,242,concept:teamplaysagainstteam_inv
11562,22928,55,concept:agentactsinlocation
54738,2977,175,concept:beveragemadefrombeverage
19354,1544,13,concept:atdate
53837,53110,369,concept:weaponssuchasweapons
47520,57778,336,concept:drugpossiblytreatsphysiologicalcondition_inv
6455,879,89,concept:personchargedwithcrime
18266,718,11,concept:subpartof
13128,66784,230,concept:athleteflyouttosportsteamposition_inv
6258,1356,13,concept:atdate
32866,29370,182,concept:teamplaysincity_inv
51506,51373,139,concept:professionistypeofprofession
2203,65281,156,concept:coachwontrophy_inv
633,73244,174,concept:hasofficeincity_inv
59272,69726,388,concept:visualartistartform_inv
11735,667,45,concept:objectpartofobject
3787,716,13,concept:atdate
1609,32873,35,concept:organizationhiredperson
1436,14693,235,concept:agriculturalproductcookedwithagriculturalproduct
52321,58849,367,concept:arterycalledartery
24531,717,13,concept:atdate
31559,31556,246,concept:riveremptiesintoriver_inv
52168,54246,356,concept:agriculturalproductcontainchemical_inv
4760,4398,174,concept:hasofficeincity_inv
52152,1129,177,concept:persondiedincountry
52188,52197,113,concept:itemfoundinroom
1312,32587,19,concept:mutualproxyfor
18955,18954,137,concept:personalsoknownas
61182,61181,248,concept:actorstarredinmovie_inv
9897,39513,242,concept:teamplaysagainstteam_inv
40264,4078,183,concept:teamplaysinleague
45126,68068,380,concept:politicianusholdsoffice_inv
13128,65282,230,concept:athleteflyouttosportsteamposition_inv
2872,32845,280,concept:statelocatedincountry_inv
52501,816,75,concept:touristattractionsuchastouristattraction
54872,48699,349,concept:agriculturalproductincludingagriculturalproduct
42899,43594,47,concept:agentcreated
574,75048,18,concept:agentparticipatedinevent_inv
19262,61708,193,concept:musicianinmusicartist
1284,718,11,concept:subpartof
27631,2024,25,concept:companyeconomicsector
10918,73126,174,concept:hasofficeincity_inv
51473,4165,140,concept:professionistypeofprofession_inv
52482,52483,73,concept:thinghasshape
10071,40021,241,concept:teamplaysagainstteam
209,35218,401,concept:leaguestadiums
9909,568,11,concept:subpartof
48702,17377,82,concept:animalpreyson_inv
17331,1562,13,concept:atdate
746,21292,68,concept:personmovedtostateorprovince_inv
29996,12883,100,concept:subpartoforganization_inv
22782,5682,63,concept:persongraduatedfromuniversity
2204,18157,268,concept:teamwontrophy_inv
69525,69524,77,concept:organizationterminatedperson
9963,36004,22,concept:locationlocatedwithinlocation_inv
1367,241,14,concept:atdate_inv
45274,744,315,concept:academicprogramatuniversity
57235,816,75,concept:touristattractionsuchastouristattraction
15657,39962,267,concept:teamwontrophy
22045,22044,72,concept:haswife_inv
13128,65527,230,concept:athleteflyouttosportsteamposition_inv
7769,11373,290,concept:countrylocatedingeopoliticallocation_inv
7180,24584,26,concept:companyeconomicsector_inv
58699,2401,44,concept:bodypartcontainsbodypart_inv
23957,23961,101,concept:agentcontributedtocreativework
9146,4494,56,concept:agentactsinlocation_inv
1896,879,89,concept:personchargedwithcrime
75464,77,4,concept:agentbelongstoorganization
28120,564,7,concept:proxyfor
7505,59889,162,concept:athleteplaysforteam_inv
716,12125,14,concept:atdate_inv
1451,902,13,concept:atdate
13114,570,13,concept:atdate
54842,48760,235,concept:agriculturalproductcookedwithagriculturalproduct
29357,1035,330,concept:sportsgameteam_inv
934,11923,96,concept:organizationheadquarteredincountry_inv
43844,43843,314,concept:bookwriter_inv
624,29013,14,concept:atdate_inv
3240,4079,306,concept:sporthassportsteamposition_inv
51881,23510,140,concept:professionistypeofprofession_inv
6091,5083,12,concept:subpartof_inv
10590,68008,144,concept:politicianrepresentslocation_inv
48376,49063,347,concept:mammalsuchasmammal
5575,38,10,concept:agentcompeteswithagent_inv
1082,4086,241,concept:teamplaysagainstteam
11306,54379,213,concept:agriculturalproductcutintogeometricshape
27423,624,13,concept:atdate
38250,2205,36,concept:organizationhiredperson_inv
11289,11286,66,concept:persongraduatedschool_inv
14376,14377,13,concept:atdate
13128,65557,230,concept:athleteflyouttosportsteamposition_inv
72819,72832,211,concept:producesproduct
5,68437,404,concept:agentbelongstoorganization_inv
24167,11911,5,concept:worksfor
23474,118,61,concept:personbelongstoorganization
6364,6366,61,concept:personbelongstoorganization
42883,42884,313,concept:bookwriter
396,699,53,concept:personborninlocation
55921,55890,114,concept:itemfoundinroom_inv
46531,46562,325,concept:emotionassociatedwithdisease
27140,1679,27,concept:atlocation
816,31951,76,concept:touristattractionsuchastouristattraction_inv
2430,2552,43,concept:bodypartcontainsbodypart
4398,4956,173,concept:hasofficeincity
61217,22089,248,concept:actorstarredinmovie_inv
35276,26,402,concept:leaguestadiums_inv
45200,45468,316,concept:academicprogramatuniversity_inv
1333,624,13,concept:atdate
33678,1524,261,concept:hotelincity
51668,51373,139,concept:professionistypeofprofession
564,2090,20,concept:mutualproxyfor_inv
9241,645,13,concept:atdate
64760,64759,390,concept:athletebeatathlete_inv
13089,20734,211,concept:producesproduct
14279,51004,167,concept:organizationacronymhasname
1531,62233,132,concept:musicianplaysinstrument_inv
29023,1895,87,concept:organizationheadquarteredincity
70165,2563,5,concept:worksfor
52517,52601,113,concept:itemfoundinroom
24222,699,53,concept:personborninlocation
28574,28580,11,concept:subpartof
31648,816,75,concept:touristattractionsuchastouristattraction
5716,17391,376,concept:newspaperincity_inv
16261,1068,13,concept:atdate
8366,8365,30,concept:agentcollaborateswithagent_inv
42984,42915,48,concept:agentcreated_inv
241,68623,382,concept:politicianusmemberofpoliticalgroup_inv
56203,13852,20,concept:mutualproxyfor_inv
74624,1362,13,concept:atdate
36662,4196,20,concept:mutualproxyfor_inv
69380,1129,177,concept:persondiedincountry
10548,64927,188,concept:athletehomestadium_inv
41967,41861,297,concept:conceptprerequisiteof
65667,40667,161,concept:athleteplaysforteam
42447,4402,299,concept:sportschoolincountry
21768,21767,124,concept:hashusband_inv
3,362,404,concept:agentbelongstoorganization_inv
1208,3017,8,concept:proxyfor_inv
38,40230,100,concept:subpartoforganization_inv
699,13803,52,concept:personbornincity_inv
574,265,18,concept:agentparticipatedinevent_inv
645,23074,14,concept:atdate_inv
68953,68954,101,concept:agentcontributedtocreativework
69682,59275,387,concept:visualartistartform
10682,843,206,concept:personleadsgeopoliticalorganization_inv
42851,14154,314,concept:bookwriter_inv
691,28026,8,concept:proxyfor_inv
44477,44478,313,concept:bookwriter
170,70193,32,concept:personleadsorganization_inv
57845,57848,337,concept:drugworkedonbyagent
7957,7956,16,concept:latitudelongitude_inv
39426,4086,242,concept:teamplaysagainstteam_inv
1430,10624,14,concept:atdate_inv
61414,61415,138,concept:personalsoknownas_inv
576,76,27,concept:atlocation
76,576,28,concept:atlocation_inv
330,455,100,concept:subpartoforganization_inv
870,13635,28,concept:atlocation_inv
43439,43252,313,concept:bookwriter
365,4892,28,concept:atlocation_inv
49821,50195,254,concept:chemicalistypeofchemical_inv
68053,59175,378,concept:politicianusendorsedbypoliticianus_inv
564,46819,8,concept:proxyfor_inv
20559,48471,235,concept:agriculturalproductcookedwithagriculturalproduct
2826,2827,29,concept:agentcollaborateswithagent
66355,60,163,concept:athleteplaysinleague
26720,4885,27,concept:atlocation
1774,32622,19,concept:mutualproxyfor
4095,14000,16,concept:latitudelongitude_inv
7402,625,13,concept:atdate
48875,14982,79,concept:animalistypeofanimal
10336,625,13,concept:atdate
347,71389,29,concept:agentcollaborateswithagent
691,8941,8,concept:proxyfor_inv
45342,45383,319,concept:academicfieldsuchasacademicfield
649,10999,8,concept:proxyfor_inv
4087,59296,192,concept:athleteplayssportsteamposition_inv
65069,20853,159,concept:athleteplayssport
49566,6831,201,concept:arthropodandotherarthropod
624,74745,14,concept:atdate_inv
17643,699,51,concept:personbornincity
34601,36098,219,concept:citylocatedingeopoliticallocation
895,9082,48,concept:agentcreated_inv
3,476,41,concept:agentcontrols
28698,28690,56,concept:agentactsinlocation_inv
71566,71443,33,concept:topmemberoforganization
15,18891,34,concept:topmemberoforganization_inv
42710,44764,314,concept:bookwriter_inv
1069,28528,14,concept:atdate_inv
45915,744,315,concept:academicprogramatuniversity
16251,636,13,concept:atdate
49753,73922,340,concept:musicartistgenre_inv
10693,2119,17,concept:agentparticipatedinevent
62837,62838,103,concept:personhasjobposition
12,1355,13,concept:atdate
39477,39513,242,concept:teamplaysagainstteam_inv
31145,1895,273,concept:televisionstationincity
64893,26,163,concept:athleteplaysinleague
13346,13348,228,concept:ceoof_inv
49894,49832,254,concept:chemicalistypeofchemical_inv
816,4134,76,concept:touristattractionsuchastouristattraction_inv
1074,27319,35,concept:organizationhiredperson
9408,8789,11,concept:subpartof
50205,21873,253,concept:chemicalistypeofchemical
52046,51968,252,concept:clothingtogowithclothing_inv
18025,3646,79,concept:animalistypeofanimal
20007,637,13,concept:atdate
59636,62716,60,concept:persondiedatage_inv
1370,21,36,concept:organizationhiredperson_inv
54323,48944,334,concept:agriculturalproductcomingfromvertebrate_inv
1772,7,99,concept:subpartoforganization
45427,745,315,concept:academicprogramatuniversity
26098,26012,114,concept:itemfoundinroom_inv
2234,146,52,concept:personbornincity_inv
625,33062,14,concept:atdate_inv
1459,1355,13,concept:atdate
62532,574,17,concept:agentparticipatedinevent
40154,39525,161,concept:athleteplaysforteam
72414,8990,25,concept:companyeconomicsector
18290,18289,16,concept:latitudelongitude_inv
4402,908,13,concept:atdate
5225,53984,372,concept:weaponmadeincountry_inv
7280,7277,48,concept:agentcreated_inv
29169,61903,194,concept:musicianinmusicartist_inv
10423,1208,22,concept:locationlocatedwithinlocation_inv
28744,68473,106,concept:politicianholdsoffice_inv
149,4158,47,concept:agentcreated
36569,36568,270,concept:cityalsoknownas_inv
19033,6996,147,concept:thinghascolor
37265,6091,125,concept:citylocatedinstate
1937,24792,18,concept:agentparticipatedinevent_inv
29916,589,93,concept:buildinglocatedincity
19354,645,13,concept:atdate
1708,51494,142,concept:professionusestool_inv
71305,71558,228,concept:ceoof_inv
59175,12032,377,concept:politicianusendorsedbypoliticianus
7465,7434,112,concept:competeswith_inv
717,23074,14,concept:atdate_inv
4895,11562,28,concept:atlocation_inv
6703,564,7,concept:proxyfor
12737,26760,18,concept:agentparticipatedinevent_inv
21935,21934,16,concept:latitudelongitude_inv
47339,47210,259,concept:bacteriaisthecausativeagentofphysiologicalcondition
27298,718,11,concept:subpartof
45342,45436,319,concept:academicfieldsuchasacademicfield
8286,8285,16,concept:latitudelongitude_inv
35611,26,402,concept:leaguestadiums_inv
4695,41548,88,concept:organizationheadquarteredincity_inv
9130,9127,122,concept:fooddecreasestheriskofdisease_inv
3981,7577,112,concept:competeswith_inv
23024,857,13,concept:atdate
1068,21049,14,concept:atdate_inv
49573,6831,210,concept:animalthatfeedoninsect_inv
39565,13825,185,concept:teamplayssport
165,38732,22,concept:locationlocatedwithinlocation_inv
22903,4452,27,concept:atlocation
67405,85,4,concept:agentbelongstoorganization
17876,12648,117,concept:invertebratefeedonfood
52045,52008,251,concept:clothingtogowithclothing
993,996,105,concept:politicianholdsoffice
20812,29551,55,concept:agentactsinlocation
39027,39026,16,concept:latitudelongitude_inv
35472,60768,188,concept:athletehomestadium_inv
1844,28331,211,concept:producesproduct
35825,10942,269,concept:cityalsoknownas
57582,47523,337,concept:drugworkedonbyagent
46703,46661,308,concept:hobbiessuchashobbies_inv
19624,19623,166,concept:hassibling_inv
36515,691,19,concept:mutualproxyfor
7922,25858,32,concept:personleadsorganization_inv
18145,15266,11,concept:subpartof
56166,699,21,concept:locationlocatedwithinlocation
7369,7370,204,concept:arthropodcalledarthropod_inv
32856,38711,126,concept:citylocatedinstate_inv
718,17029,12,concept:subpartof_inv
634,56581,50,concept:attractionofcity_inv
59936,64530,386,concept:directordirectedmovie_inv
17377,48783,81,concept:animalpreyson
49185,48437,354,concept:fishservedwithfood_inv
62141,1531,131,concept:musicianplaysinstrument
65640,20853,159,concept:athleteplayssport
39,21580,17,concept:agentparticipatedinevent
49147,3239,354,concept:fishservedwithfood_inv
870,4855,8,concept:proxyfor_inv
39581,699,181,concept:teamplaysincity
34946,34947,223,concept:airportincity
746,4781,22,concept:locationlocatedwithinlocation_inv
60961,60960,104,concept:personhasjobposition_inv
59231,4290,105,concept:politicianholdsoffice
50066,9335,331,concept:drughassideeffect
637,10597,14,concept:atdate_inv
17447,35482,28,concept:atlocation_inv
73160,4703,173,concept:hasofficeincity
960,7469,111,concept:competeswith
14693,20482,235,concept:agriculturalproductcookedwithagriculturalproduct
11305,1142,121,concept:fooddecreasestheriskofdisease
859,5476,14,concept:atdate_inv
40495,37583,181,concept:teamplaysincity
53164,1472,371,concept:weaponmadeincountry
13227,13229,13,concept:atdate
1955,651,39,concept:agentinvolvedwithitem
24542,39672,134,concept:organizationheadquarteredinstateorprovince_inv
21873,50120,253,concept:chemicalistypeofchemical
43697,43503,313,concept:bookwriter
66708,20853,159,concept:athleteplayssport
9106,43,42,concept:agentcontrols_inv
732,8504,54,concept:personborninlocation_inv
3812,6561,91,concept:synonymfor
15916,624,13,concept:atdate
60229,60498,380,concept:politicianusholdsoffice_inv
1708,51674,142,concept:professionusestool_inv
18789,637,13,concept:atdate
45515,45516,315,concept:academicprogramatuniversity
63282,63284,47,concept:agentcreated
23950,23951,43,concept:bodypartcontainsbodypart
1323,50937,42,concept:agentcontrols_inv
699,27683,54,concept:personborninlocation_inv
59174,59171,377,concept:politicianusendorsedbypoliticianus
699,8582,54,concept:personborninlocation_inv
620,14196,14,concept:atdate_inv
42245,46750,308,concept:hobbiessuchashobbies_inv
14585,68971,5,concept:worksfor
2672,14659,384,concept:fatherofperson_inv
14980,1273,9,concept:agentcompeteswithagent
45469,15386,315,concept:academicprogramatuniversity
60172,4084,187,concept:athletehomestadium
9325,9333,171,concept:foodcancausedisease
72907,72745,393,concept:automakerproducesmodel
51969,52039,251,concept:clothingtogowithclothing
9335,57708,332,concept:drughassideeffect_inv
6861,752,35,concept:organizationhiredperson
44104,43508,48,concept:agentcreated_inv
73544,1128,399,concept:bankbankincountry
58401,1061,361,concept:furniturefoundinroom
8475,10819,12,concept:subpartof_inv
625,22224,14,concept:atdate_inv
39686,39688,241,concept:teamplaysagainstteam
29485,4078,183,concept:teamplaysinleague
26308,574,17,concept:agentparticipatedinevent
805,18578,12,concept:subpartof_inv
7156,4468,28,concept:atlocation_inv
5423,10590,282,concept:statelocatedingeopoliticallocation_inv
49753,73825,340,concept:musicartistgenre_inv
43911,42696,48,concept:agentcreated_inv
1846,3960,112,concept:competeswith_inv
31629,38690,216,concept:cityliesonriver_inv
59638,39525,161,concept:athleteplaysforteam
1935,39409,241,concept:teamplaysagainstteam
48408,6831,200,concept:animalsuchasinsect_inv
14376,717,13,concept:atdate
27025,49132,353,concept:fishservedwithfood
73351,5160,399,concept:bankbankincountry
645,10604,14,concept:atdate_inv
1720,11640,20,concept:mutualproxyfor_inv
576,10904,27,concept:atlocation
47380,47379,260,concept:bacteriaisthecausativeagentofphysiologicalcondition_inv
27963,41679,296,concept:radiostationincity_inv
69550,413,5,concept:worksfor
49171,48471,235,concept:agriculturalproductcookedwithagriculturalproduct
62871,745,65,concept:persongraduatedschool
27321,39654,241,concept:teamplaysagainstteam
51964,51970,251,concept:clothingtogowithclothing
21767,744,63,concept:persongraduatedfromuniversity
53110,53717,370,concept:weaponssuchasweapons_inv
39464,35218,249,concept:teamhomestadium
3599,3418,283,concept:stateorprovinceisborderedbystateorprovince
37532,4163,27,concept:atlocation
12567,12565,48,concept:agentcreated_inv
46516,46650,326,concept:emotionassociatedwithdisease_inv
36095,27330,21,concept:locationlocatedwithinlocation
28986,564,19,concept:mutualproxyfor
25762,25761,30,concept:agentcollaborateswithagent_inv
718,75279,12,concept:subpartof_inv
43054,63991,101,concept:agentcontributedtocreativework
1014,3970,9,concept:agentcompeteswithagent
35725,4798,243,concept:stadiumlocatedincity
61342,64953,389,concept:athletebeatathlete
1444,8760,13,concept:atdate
41660,4510,87,concept:organizationheadquarteredincity
7277,7279,47,concept:agentcreated
56752,2569,37,concept:objectfoundinscene
5191,717,13,concept:atdate
201,41,100,concept:subpartoforganization_inv
27698,27699,47,concept:agentcreated
4402,42553,304,concept:sportfansincountry_inv
660,659,42,concept:agentcontrols_inv
2204,39490,268,concept:teamwontrophy_inv
51006,934,95,concept:organizationheadquarteredincountry
6490,543,29,concept:agentcollaborateswithagent
74109,74110,15,concept:latitudelongitude
24682,6158,29,concept:agentcollaborateswithagent
3934,13217,330,concept:sportsgameteam_inv
72392,1895,87,concept:organizationheadquarteredincity
10643,3135,120,concept:hasofficeincountry_inv
28975,73610,174,concept:hasofficeincity_inv
55428,22315,147,concept:thinghascolor
13967,3968,111,concept:competeswith
744,45661,316,concept:academicprogramatuniversity_inv
858,6661,14,concept:atdate_inv
8502,699,53,concept:personborninlocation
1895,41633,88,concept:organizationheadquarteredincity_inv
37719,37982,216,concept:cityliesonriver_inv
43587,42915,313,concept:bookwriter
22183,699,53,concept:personborninlocation
15301,699,51,concept:personbornincity
