27160,27160,Entity,concept_hotel_khimsar_fort
40393,40393,Entity,concept_sportsteam_graduate_institute_of_international_studies
50445,50445,Entity,concept_drug_carvedilol
53969,53969,Entity,concept_weapon_game_rifle
32937,32937,Entity,concept_county_uis
5457,5457,Entity,concept_professionalorganization_national_conference
6544,6544,Entity,concept_county_dearne
6169,6169,Entity,"30.5024600000000,-90.2448600000000"
25550,25550,Entity,concept_website_steam
34178,34178,Entity,concept_hotel_dylan
23250,23250,Entity,concept_airport_sdia
4022,4022,Entity,concept_city_milwaukee
17179,17179,Entity,concept_mlarea_tumor
13693,13693,Entity,concept_stadiumoreventvenue_kellyshorts_stadium
33088,33088,Entity,concept_city_san_marcos
33399,33399,Entity,concept_city_ypsilanti
7601,7601,Entity,concept_buildingfeature_water_heater
37108,37108,Entity,concept_river_limmat
55886,55886,Entity,concept_furniture_mattress
68087,68087,Entity,concept_politicianus_bob_goodlatte
70655,70655,Entity,concept_journalist_bart_hubbuch
56589,56589,Entity,concept_attraction_n10_downing_street
60960,60960,Entity,concept_person_sir_stafford_cripps
33997,33997,Entity,concept_hotel_intercontinental_los_angeles_century_city
47829,47829,Entity,concept_drug_effexor_xr
57041,57041,Entity,concept_aquarium_world_government
46853,46853,Entity,concept_boardgame_nicer
50242,50242,Entity,concept_chemical_fluorides
59204,59204,Entity,concept_person_john_f___kerry
16615,16615,Entity,concept_ceo_daniel_vasella
15650,15650,Entity,concept_musicartist_load
72964,72964,Entity,concept_automobilemodel_f150
68929,68929,Entity,concept_personus_john_vornholt
55283,55283,Entity,concept_bakedgood_soft_drinks
40712,40712,Entity,concept_sportsteam_william_penn_statesmen
46884,46884,Entity,concept_sportsteam_colonels
17896,17896,Entity,concept_movie_lonesome_dove
17074,17074,Entity,concept_eventoutcome_position
5394,5394,Entity,concept_hallwayitem_town_gate
21406,21406,Entity,concept_musicalbum_mockingbird
56161,56161,Entity,concept_politicsblog_real_estate
6559,6559,Entity,concept_jobposition_deputy_minister
